state,district,year,rape,kidnapping
"UTTAR PRADESH",UNNAO,2005,35,43
"ANDHRA PRADESH",KURNOOL,2006,35,70
"ANDHRA PRADESH",NELLORE,2006,35,49
HARYANA,BHIWANI,2006,35,26
HARYANA,MEWAT,2006,35,4
ODISHA,JAJPUR,2006,35,36
RAJASTHAN,BHARATPUR,2006,35,66
RAJASTHAN,NAGAUR,2006,35,37
KARNATAKA,GULBARGA,2007,35,38
"MADHYA PRADESH",JHABUA,2007,35,14
MAHARASHTRA,CHANDRAPUR,2007,35,19
MIZORAM,AIZAWL,2007,35,0
ODISHA,DHENKANAL,2007,35,24
"TAMIL NADU","THIRUNELVELI RURAL",2007,35,54
BIHAR,BHAGALPUR,2008,35,98
BIHAR,LAKHISARAI,2008,35,17
HARYANA,AMBALA,2008,35,49
HARYANA,GURGAON,2008,35,66
KERALA,"ERNAKULAM RURAL",2008,35,9
KERALA,WAYANADU,2008,35,7
"MADHYA PRADESH",TIKAMGARH,2008,35,10
ODISHA,CUTTACK,2008,35,34
PUNJAB,HOSHIARPUR,2008,35,17
PUNJAB,PATIALA,2008,35,37
RAJASTHAN,"JAIPUR RURAL",2008,35,82
"TAMIL NADU",CHENNAI,2008,35,32
"TAMIL NADU","SALEM RURAL",2008,35,101
"UTTAR PRADESH",BANDA,2008,35,26
"WEST BENGAL",KOLKATA,2008,35,92
ASSAM,CHIRANG,2009,35,51
ASSAM,GOLAGHAT,2009,35,97
CHHATTISGARH,KORBA,2009,35,4
HARYANA,FARIDABAD,2009,35,62
HARYANA,JIND,2009,35,30
KERALA,MALAPPURAM,2009,35,10
"MADHYA PRADESH",ANUPPUR,2009,35,6
"MADHYA PRADESH",DINDORI,2009,35,1
MAHARASHTRA,KOLHAPUR,2009,35,18
ODISHA,NOWRANGPUR,2009,35,21
ODISHA,SAMBALPUR,2009,35,12
PUNJAB,JALANDHAR,2009,35,71
"ANDHRA PRADESH",SRIKAKULAM,2010,35,31
KERALA,"KOZHIKODE RURAL",2010,35,14
"MADHYA PRADESH",ANUPPUR,2010,35,5
"MADHYA PRADESH",JHABUA,2010,35,12
"ANDHRA PRADESH","WARANGAL URBAN",2011,35,15
"JAMMU & KASHMIR",JAMMU,2011,35,61
MIZORAM,AIZAWL,2011,35,0
ODISHA,"DCP BBSR",2011,35,32
"TAMIL NADU","SALEM RURAL",2011,35,100
"UTTAR PRADESH",HATHRAS,2011,35,77
"UTTAR PRADESH",KHIRI,2011,35,132
"WEST BENGAL",HOWRAH,2011,35,114
"ANDHRA PRADESH",NIZAMABAD,2012,35,23
BIHAR,BETTIAH,2012,35,141
BIHAR,GAYA,2012,35,120
HARYANA,PANIPAT,2012,35,67
JHARKHAND,SARAIKELA,2012,35,14
KARNATAKA,MANDYA,2012,35,39
KERALA,"THRISSUR COMMR.",2012,35,9
ODISHA,BARAGARH,2012,35,30
TRIPURA,DHALAI,2012,35,8
"UTTAR PRADESH",FATEHPUR,2012,35,106
"WEST BENGAL",BANKURA,2012,35,80
BIHAR,BANKA,2001,34,10
CHHATTISGARH,KORIYA,2001,34,7
KERALA,IDUKKI,2001,34,0
"MADHYA PRADESH",BARWANI,2001,34,2
ODISHA,CUTTACK,2001,34,33
ODISHA,KANDHAMAL,2001,34,25
RAJASTHAN,ALWAR,2001,34,87
BIHAR,NAWADAH,2002,34,8
ODISHA,GANJAM,2002,34,8
"UTTAR PRADESH",UNNAO,2002,34,55
BIHAR,PATNA,2003,34,15
KARNATAKA,"BANGALORE COMMR.",2003,34,11
RAJASTHAN,JODHPUR,2003,34,62
RAJASTHAN,KARAULI,2003,34,50
DELHI,NORTH,2003,34,44
BIHAR,ARARIA,2004,34,22
CHHATTISGARH,KORBA,2004,34,6
"HIMACHAL PRADESH",SHIMLA,2004,34,14
"MADHYA PRADESH",DINDORI,2004,34,3
"MADHYA PRADESH",PANNA,2004,34,0
"ANDHRA PRADESH",WARANGAL,2005,34,64
HARYANA,MEWAT,2005,34,3
"MADHYA PRADESH",UMARIYA,2005,34,0
MAHARASHTRA,SANGLI,2005,34,12
"WEST BENGAL",PURULIA,2005,34,8
HARYANA,KURUKSHETRA,2006,34,15
HARYANA,ROHTAK,2006,34,17
"HIMACHAL PRADESH",SHIMLA,2006,34,26
"MADHYA PRADESH",BHIND,2006,34,6
"MADHYA PRADESH",MORENA,2006,34,15
MAHARASHTRA,SATARA,2006,34,32
RAJASTHAN,"JAIPUR RURAL",2006,34,57
HARYANA,PANIPAT,2007,34,24
KERALA,KANNUR,2007,34,10
ODISHA,GANJAM,2007,34,17
RAJASTHAN,SIKAR,2007,34,42
"UTTAR PRADESH",BAHRAICH,2007,34,44
"UTTAR PRADESH",SULTANPUR,2007,34,47
BIHAR,MOTIHARI,2008,34,83
BIHAR,SARAN,2008,34,58
MAHARASHTRA,KOLHAPUR,2008,34,18
MEGHALAYA,"KHASI HILLS EAST",2008,34,10
ODISHA,BOLANGIR,2008,34,19
ODISHA,NAYAGARH,2008,34,21
PUNJAB,SANGRUR,2008,34,13
RAJASTHAN,"KOTA RURAL",2008,34,26
JHARKHAND,CHAIBASA,2009,34,13
"MADHYA PRADESH",NEEMUCH,2009,34,10
MAHARASHTRA,NANDED,2009,34,29
MEGHALAYA,"KHASI HILLS EAST",2009,34,7
ODISHA,GANJAM,2009,34,28
KARNATAKA,GULBARGA,2010,34,56
MANIPUR,TOTAL,2010,34,107
MIZORAM,AIZAWL,2010,34,0
RAJASTHAN,BARMER,2010,34,33
"UTTAR PRADESH",MUZAFFARNAGAR,2010,34,174
BIHAR,DARBHANGA,2011,34,97
JHARKHAND,DEOGHAR,2011,34,10
JHARKHAND,DUMKA,2011,34,18
MAHARASHTRA,SATARA,2011,34,36
MAHARASHTRA,WARDHA,2011,34,23
ODISHA,CUTTACK,2011,34,40
"UTTAR PRADESH",BAREILLY,2011,34,193
"UTTAR PRADESH","BHIM NAGAR",2011,34,105
"UTTAR PRADESH",GONDA,2011,34,116
ASSAM,NALBARI,2012,34,89
BIHAR,MUZAFFARPUR,2012,34,220
HARYANA,JIND,2012,34,40
JHARKHAND,CHAIBASA,2012,34,15
"MADHYA PRADESH",PANNA,2012,34,4
PUNJAB,SANGRUR,2012,34,31
SIKKIM,TOTAL,2012,34,10
"UTTAR PRADESH",J.P.NAGAR,2012,34,58
"UTTAR PRADESH",KHIRI,2012,34,169
"UTTAR PRADESH",MAHARAJGANJ,2012,34,95
"ARUNACHAL PRADESH",TOTAL,2001,33,55
ASSAM,KARIMGANJ,2001,33,8
ODISHA,ANGUL,2001,33,5
TRIPURA,WEST,2001,33,17
ASSAM,DARRANG,2002,33,41
CHHATTISGARH,MAHASAMUND,2002,33,5
"MADHYA PRADESH",BHIND,2002,33,16
MAHARASHTRA,SANGLI,2002,33,14
MAHARASHTRA,"SOLAPUR RURAL",2002,33,23
RAJASTHAN,JODHPUR,2002,33,76
"UTTAR PRADESH",BULANDSHAHAR,2002,33,60
"WEST BENGAL",KOLKATA,2002,33,74
"WEST BENGAL",MALDA,2002,33,15
ASSAM,NALBARI,2003,33,43
CHHATTISGARH,JASHPUR,2003,33,3
"MADHYA PRADESH","ASHOK NAGAR",2003,33,4
MAHARASHTRA,NANDED,2003,33,14
PUNJAB,JALANDHAR,2003,33,46
PUNJAB,PATIALA,2003,33,30
"WEST BENGAL","PURAB MIDNAPUR",2003,33,49
"ANDHRA PRADESH",KRISHNA,2004,33,13
ASSAM,KOKRAJHAR,2004,33,24
KERALA,KANNUR,2004,33,2
MAHARASHTRA,"NASIK RURAL",2004,33,18
ODISHA,BOLANGIR,2004,33,1
"TAMIL NADU",CHENGAI,2004,33,24
"UTTAR PRADESH",MEERUT,2004,33,87
UTTARAKHAND,HARIDWAR,2004,33,37
"WEST BENGAL","DAKSHIN DINAJPUR",2004,33,26
"ANDHRA PRADESH",NELLORE,2005,33,65
BIHAR,JAMUI,2005,33,13
JHARKHAND,SARAIKELA,2005,33,6
KERALA,WAYANADU,2005,33,2
"MADHYA PRADESH",PANNA,2005,33,4
RAJASTHAN,NAGAUR,2005,33,40
"TAMIL NADU","COIMBATORE RURAL",2005,33,18
"UTTAR PRADESH",BULANDSHAHAR,2005,33,60
CHANDIGARH,CHANDIGARH,2005,33,45
CHANDIGARH,TOTAL,2005,33,45
ASSAM,"GUWAHATI CITY",2006,33,108
BIHAR,SAHARSA,2006,33,4
JHARKHAND,DEOGHAR,2006,33,4
JHARKHAND,GODDA,2006,33,0
KARNATAKA,"BANGALORE COMMR.",2006,33,29
MAHARASHTRA,"AURANGABAD COMMR.",2006,33,17
MAHARASHTRA,KOLHAPUR,2006,33,22
MAHARASHTRA,NANDED,2006,33,21
ODISHA,GANJAM,2006,33,15
MAHARASHTRA,NANDED,2007,33,29
PUNJAB,FEROZPUR,2007,33,24
"UTTAR PRADESH",GHAZIABAD,2007,33,108
"UTTAR PRADESH",HARDOI,2007,33,38
DELHI,NORTH,2007,33,41
HARYANA,BHIWANI,2008,33,36
JHARKHAND,DEOGHAR,2008,33,2
KERALA,KANNUR,2008,33,7
ODISHA,SAMBALPUR,2008,33,12
RAJASTHAN,BUNDI,2008,33,52
RAJASTHAN,HANUMANGARH,2008,33,29
RAJASTHAN,KARAULI,2008,33,32
RAJASTHAN,NAGAUR,2008,33,48
"UTTAR PRADESH",PRATAPGARH,2008,33,83
"ANDHRA PRADESH",CHITTOOR,2009,33,46
BIHAR,KISHANGANJ,2009,33,30
BIHAR,NALANDA,2009,33,67
HARYANA,HISSAR,2009,33,26
HARYANA,PALWAL,2009,33,25
JHARKHAND,HAZARIBAGH,2009,33,48
KERALA,"KOZHIKODE RURAL",2009,33,22
MAHARASHTRA,GONDIA,2009,33,17
MAHARASHTRA,LATUR,2009,33,28
MAHARASHTRA,"NAGPUR RURAL",2009,33,13
RAJASTHAN,CHURU,2009,33,22
"WEST BENGAL",BANKURA,2009,33,31
JHARKHAND,DEOGHAR,2010,33,17
KERALA,IDUKKI,2010,33,4
MAHARASHTRA,YAVATMAL,2010,33,49
MEGHALAYA,"JAINTIA HILLS",2010,33,3
ODISHA,BHADRAK,2010,33,50
RAJASTHAN,"KOTA CITY",2010,33,74
TRIPURA,DHALAI,2010,33,6
"UTTAR PRADESH",ALLAHABAD,2010,33,116
"UTTAR PRADESH",FATEHPUR,2010,33,57
"ANDHRA PRADESH","GUNTUR URBAN",2011,33,28
CHHATTISGARH,JANJGIR,2011,33,10
KERALA,PATHANAMTHITTA,2011,33,15
RAJASTHAN,"JODHPUR CITY",2011,33,45
"UTTAR PRADESH",MAINPURI,2011,33,92
ASSAM,BAKSA,2012,33,50
CHHATTISGARH,JANJGIR,2012,33,19
KARNATAKA,TUMKUR,2012,33,10
MAHARASHTRA,SANGLI,2012,33,23
PUNJAB,"CP JALANDHAR",2012,33,29
PUNJAB,HOSHIARPUR,2012,33,28
HARYANA,GURGAON,2001,32,32
JHARKHAND,CHAIBASA,2001,32,10
JHARKHAND,DHANBAD,2001,32,45
MAHARASHTRA,SANGLI,2001,32,8
MAHARASHTRA,SATARA,2001,32,7
BIHAR,NALANDA,2002,32,22
JHARKHAND,GARHWA,2002,32,2
KARNATAKA,"BANGALORE COMMR.",2002,32,58
"MADHYA PRADESH",REWA,2002,32,15
MAHARASHTRA,BHANDARA,2002,32,15
ODISHA,CUTTACK,2002,32,31
ODISHA,KANDHAMAL,2002,32,29
"UTTAR PRADESH",BARABANKI,2002,32,39
"WEST BENGAL",HOOGHLY,2002,32,35
ASSAM,TINSUKIA,2003,32,33
BIHAR,SARAN,2003,32,49
CHHATTISGARH,DHAMTARI,2003,32,7
HARYANA,GURGAON,2003,32,37
"MADHYA PRADESH",PANNA,2003,32,4
ODISHA,CUTTACK,2003,32,26
RAJASTHAN,NAGAUR,2003,32,27
"UTTAR PRADESH",BAREILLY,2003,32,47
"UTTAR PRADESH",MUZAFFARNAGAR,2003,32,36
ASSAM,JORHAT,2004,32,32
ASSAM,KARIMGANJ,2004,32,31
BIHAR,KISHANGANJ,2004,32,80
JHARKHAND,GARHWA,2004,32,2
KARNATAKA,"BANGALORE COMMR.",2004,32,61
"UTTAR PRADESH",AGRA,2004,32,106
"ANDHRA PRADESH",VIJAYAWADA,2005,32,49
BIHAR,SARAN,2005,32,43
BIHAR,SITAMARHI,2005,32,51
CHHATTISGARH,KANKER,2005,32,9
"HIMACHAL PRADESH",SHIMLA,2005,32,10
JHARKHAND,DHANBAD,2005,32,58
"MADHYA PRADESH",DINDORI,2005,32,1
"MADHYA PRADESH",HARDA,2005,32,6
"MADHYA PRADESH",MORENA,2005,32,20
ODISHA,SUNDARGARH,2005,32,5
"TAMIL NADU",CUDDALORE,2005,32,23
UTTARAKHAND,HARIDWAR,2005,32,38
CHHATTISGARH,MAHASAMUND,2006,32,2
HARYANA,JIND,2006,32,7
JHARKHAND,PALAMU,2006,32,10
"MADHYA PRADESH",JHABUA,2006,32,17
"MADHYA PRADESH",KATNI,2006,32,6
ODISHA,DHENKANAL,2006,32,8
UTTARAKHAND,HARIDWAR,2006,32,52
"WEST BENGAL","DAKSHIN DINAJPUR",2006,32,37
"ANDHRA PRADESH",CUDDAPAH,2007,32,68
BIHAR,MADHEPURA,2007,32,21
JHARKHAND,LOHARDAGGA,2007,32,9
MAHARASHTRA,GONDIA,2007,32,13
MEGHALAYA,"KHASI HILLS EAST",2007,32,10
ODISHA,KANDHAMAL,2007,32,13
RAJASTHAN,BIKANER,2007,32,33
"ANDHRA PRADESH",SRIKAKULAM,2008,32,14
BIHAR,SAMASTIPUR,2008,32,62
"HIMACHAL PRADESH",MANDI,2008,32,13
KERALA,PATHANAMTHITTA,2008,32,8
RAJASTHAN,"JODHPUR RURAL",2008,32,21
TRIPURA,DHALAI,2008,32,7
DELHI,NORTH-EAST,2008,32,169
"ANDHRA PRADESH",NELLORE,2009,32,48
HARYANA,SONIPAT,2009,32,42
KARNATAKA,GULBARGA,2009,32,41
KERALA,THRISSUR,2009,32,10
ODISHA,"DCP BBSR",2009,32,22
ODISHA,JAJPUR,2009,32,51
PUNJAB,BHATINDA,2009,32,29
"TAMIL NADU","SALEM RURAL",2009,32,81
"ANDHRA PRADESH",VIZIANAGARAM,2010,32,15
CHHATTISGARH,KORBA,2010,32,6
HARYANA,YAMUNANAGAR,2010,32,35
JHARKHAND,DHANBAD,2010,32,83
JHARKHAND,SARAIKELA,2010,32,12
"MADHYA PRADESH",BARWANI,2010,32,4
"TAMIL NADU",THOOTHUGUDI,2010,32,25
"UTTAR PRADESH",UNNAO,2010,32,76
"WEST BENGAL",KOLKATA,2010,32,91
HARYANA,JHAJJAR,2011,32,19
"HIMACHAL PRADESH",KANGRA,2011,32,55
"JAMMU & KASHMIR",RAJOURI,2011,32,43
JHARKHAND,CHAIBASA,2011,32,14
JHARKHAND,DHANBAD,2011,32,83
"MADHYA PRADESH",SIDHI,2011,32,31
MAHARASHTRA,BEED,2011,32,37
MAHARASHTRA,NANDED,2011,32,43
ODISHA,KANDHAMAL,2011,32,21
ODISHA,RAYAGADA,2011,32,34
RAJASTHAN,DHOLPUR,2011,32,64
"UTTAR PRADESH",FIROZABAD,2011,32,144
ASSAM,KARIMGANJ,2012,32,85
BIHAR,KISHANGANJ,2012,32,71
HARYANA,PALWAL,2012,32,47
HARYANA,SONIPAT,2012,32,49
"JAMMU & KASHMIR",RAJOURI,2012,32,54
JHARKHAND,SIMDEGA,2012,32,17
KERALA,PATHANAMTHITTA,2012,32,16
"MADHYA PRADESH",MORENA,2012,32,29
"MADHYA PRADESH",SINGRAULI,2012,32,33
MEGHALAYA,"JAINTIA HILLS",2012,32,5
MEGHALAYA,RI-BHOI,2012,32,4
ODISHA,KANDHAMAL,2012,32,27
PUNJAB,FAZILKA,2012,32,26
RAJASTHAN,DHOLPUR,2012,32,60
RAJASTHAN,DUNGARPUR,2012,32,65
"UTTAR PRADESH",FIROZABAD,2012,32,149
HARYANA,KURUKSHETRA,2001,31,14
"MADHYA PRADESH",BHIND,2001,31,20
"MADHYA PRADESH",REWA,2001,31,18
"UTTAR PRADESH",BULANDSHAHAR,2001,31,64
"UTTAR PRADESH",GHAZIABAD,2001,31,79
"WEST BENGAL","UTTAR DINAJPUR",2001,31,18
"ANDHRA PRADESH",VIJAYAWADA,2002,31,43
BIHAR,GAYA,2002,31,18
BIHAR,MADHUBANI,2002,31,15
BIHAR,SITAMARHI,2002,31,22
JHARKHAND,GUMLA,2002,31,8
MAHARASHTRA,SATARA,2002,31,9
"TAMIL NADU",VELLORE,2002,31,33
"UTTAR PRADESH",ALIGARH,2002,31,69
"UTTAR PRADESH",BADAUN,2002,31,46
"ANDHRA PRADESH",CYBERABAD,2003,31,62
"ARUNACHAL PRADESH",TOTAL,2003,31,51
GOA,TOTAL,2003,31,13
JHARKHAND,GUMLA,2003,31,12
JHARKHAND,PAKUR,2003,31,7
JHARKHAND,SARAIKELA,2003,31,6
"MADHYA PRADESH",NEEMUCH,2003,31,5
"TAMIL NADU",KANCHIPURAM,2003,31,16
"UTTAR PRADESH",BADAUN,2003,31,40
UTTARAKHAND,HARIDWAR,2003,31,25
"WEST BENGAL","DAKSHIN DINAJPUR",2003,31,32
"ANDHRA PRADESH","EAST GODAVARI",2004,31,23
BIHAR,JAMUI,2004,31,11
HARYANA,KARNAL,2004,31,12
JHARKHAND,GUMLA,2004,31,8
"MADHYA PRADESH",HARDA,2004,31,3
MAHARASHTRA,CHANDRAPUR,2004,31,17
MAHARASHTRA,GADCHIROLI,2004,31,8
MAHARASHTRA,NANDED,2004,31,16
MAHARASHTRA,"PUNE RURAL",2004,31,18
MAHARASHTRA,WARDHA,2004,31,25
MANIPUR,TOTAL,2004,31,71
ODISHA,BHADRAK,2004,31,17
PUNJAB,JALANDHAR,2004,31,39
RAJASTHAN,DHOLPUR,2004,31,27
RAJASTHAN,PALI,2004,31,83
"UTTAR PRADESH",SHAHJAHANPUR,2004,31,53
"MADHYA PRADESH",ANUPPUR,2005,31,5
"MADHYA PRADESH",MANDSAUR,2005,31,10
MAHARASHTRA,SATARA,2005,31,18
ODISHA,PURI,2005,31,18
RAJASTHAN,JHUNJHUNU,2005,31,15
"UTTAR PRADESH",HARDOI,2005,31,32
"ANDHRA PRADESH",CHITTOOR,2006,31,37
BIHAR,NALANDA,2006,31,35
GUJARAT,"SURAT COMMR.",2006,31,86
HARYANA,SONIPAT,2006,31,49
MAHARASHTRA,WARDHA,2006,31,21
MIZORAM,AIZAWL,2006,31,0
PUNJAB,BATALA,2006,31,14
RAJASTHAN,HANUMANGARH,2006,31,14
"UTTAR PRADESH",MUZAFFARNAGAR,2006,31,91
"ANDHRA PRADESH",ANANTAPUR,2007,31,35
"ANDHRA PRADESH",CHITTOOR,2007,31,47
BIHAR,LAKHISARAI,2007,31,18
CHHATTISGARH,KORBA,2007,31,4
"JAMMU & KASHMIR",BARAMULLA,2007,31,90
MAHARASHTRA,WARDHA,2007,31,25
PUNJAB,SANGRUR,2007,31,17
RAJASTHAN,AJMER,2007,31,65
RAJASTHAN,JHUNJHUNU,2007,31,25
"UTTAR PRADESH",RAIBAREILLY,2007,31,39
"ANDHRA PRADESH",NIZAMABAD,2008,31,25
CHHATTISGARH,KORBA,2008,31,9
HARYANA,SIRSA,2008,31,16
KERALA,KOTTAYAM,2008,31,11
"MADHYA PRADESH",JHABUA,2008,31,18
"ANDHRA PRADESH",KURNOOL,2009,31,73
ASSAM,NALBARI,2009,31,48
BIHAR,BANKA,2009,31,45
BIHAR,MOTIHARI,2009,31,117
GOA,"NORTH GOA",2009,31,10
"MADHYA PRADESH",ALIRAJPUR,2009,31,10
"MADHYA PRADESH",BARWANI,2009,31,5
"MADHYA PRADESH",MORENA,2009,31,29
"MADHYA PRADESH",PANNA,2009,31,4
MANIPUR,TOTAL,2009,31,97
ODISHA,JAGATSINGHPUR,2009,31,18
RAJASTHAN,BARMER,2009,31,29
KARNATAKA,RAICHUR,2010,31,32
"MADHYA PRADESH",DINDORI,2010,31,1
PUNJAB,SANGRUR,2010,31,7
RAJASTHAN,BUNDI,2010,31,80
CHANDIGARH,CHANDIGARH,2010,31,28
CHANDIGARH,TOTAL,2010,31,28
KARNATAKA,MANDYA,2011,31,31
KARNATAKA,TUMKUR,2011,31,14
MAHARASHTRA,GONDIA,2011,31,23
ODISHA,JAGATSINGHPUR,2011,31,42
ODISHA,JAJPUR,2011,31,44
PUNJAB,JALANDHAR,2011,31,26
RAJASTHAN,"JAIPUR EAST",2011,31,69
UTTARAKHAND,DEHRADUN,2011,31,47
UTTARAKHAND,"UDHAMSINGH NAGAR",2011,31,114
"WEST BENGAL",ASANSOL,2011,31,50
BIHAR,BHAGALPUR,2012,31,106
BIHAR,MADHEPURA,2012,31,56
BIHAR,MADHUBANI,2012,31,163
CHHATTISGARH,RAJNANDGAON,2012,31,7
KARNATAKA,"BANGALORE RURAL",2012,31,41
MAHARASHTRA,WASHIM,2012,31,27
"UTTAR PRADESH",BARABANKI,2012,31,120
"UTTAR PRADESH","CHITRAKOOT DHAM",2012,31,27
"UTTAR PRADESH",GHAZIABAD,2012,31,220
DELHI,CENTRAL,2012,31,95
ASSAM,GOLAGHAT,2001,30,40
ASSAM,NALBARI,2001,30,27
BIHAR,SUPAUL,2001,30,2
ODISHA,KALAHANDI,2001,30,17
CHHATTISGARH,BALRAMPUR,2002,30,2
KARNATAKA,MANDYA,2002,30,0
KERALA,THRISSUR,2002,30,7
KERALA,WAYANADU,2002,30,0
"MADHYA PRADESH",BARWANI,2002,30,4
MAHARASHTRA,BULDHANA,2002,30,14
MAHARASHTRA,"SOLAPUR COMMR.",2002,30,8
ODISHA,KORAPUT,2002,30,8
TRIPURA,SOUTH,2002,30,6
"UTTAR PRADESH","KANPUR NAGAR",2002,30,126
"UTTAR PRADESH",MUZAFFARNAGAR,2002,30,60
"ANDHRA PRADESH",MEDAK,2003,30,37
CHHATTISGARH,MAHASAMUND,2003,30,3
"MADHYA PRADESH",DATIYA,2003,30,7
MAHARASHTRA,GADCHIROLI,2003,30,13
ODISHA,BARAGARH,2003,30,4
PUNJAB,FEROZEPUR,2003,30,11
PUNJAB,HOSHIARPUR,2003,30,14
CHHATTISGARH,JANJGIR,2004,30,5
KERALA,"KOZHIKODE RURAL",2004,30,7
"MADHYA PRADESH",BARWANI,2004,30,1
"MADHYA PRADESH",KATNI,2004,30,3
"MADHYA PRADESH",UMARIYA,2004,30,1
MAHARASHTRA,GONDIA,2004,30,19
MAHARASHTRA,SANGLI,2004,30,9
PUNJAB,FEROZEPUR,2004,30,13
"TAMIL NADU",CHENNAI,2004,30,20
"TAMIL NADU","THIRUNELVELI RURAL",2004,30,18
JHARKHAND,PAKUR,2005,30,6
"MADHYA PRADESH",DATIYA,2005,30,7
ODISHA,KALAHANDI,2005,30,10
PUNJAB,BHATINDA,2005,30,21
RAJASTHAN,BIKANER,2005,30,20
"UTTAR PRADESH",BARABANKI,2005,30,29
ASSAM,CHIRANG,2006,30,26
ASSAM,JORHAT,2006,30,52
HARYANA,GURGAON,2006,30,51
KERALA,IDUKKI,2006,30,11
KERALA,KOTTAYAM,2006,30,19
MAHARASHTRA,CHANDRAPUR,2006,30,14
MEGHALAYA,"KHASI HILLS EAST",2006,30,18
ODISHA,KENDRAPARA,2006,30,9
RAJASTHAN,PALI,2006,30,62
"UTTAR PRADESH",HARDOI,2006,30,37
"UTTAR PRADESH",MATHURA,2006,30,39
"UTTAR PRADESH",PRATAPGARH,2006,30,50
"WEST BENGAL",DARJEELING,2006,30,43
"ANDHRA PRADESH","EAST GODAVARI",2007,30,64
"ANDHRA PRADESH",SRIKAKULAM,2007,30,19
BIHAR,AURANGABAD,2007,30,28
"HIMACHAL PRADESH",MANDI,2007,30,23
JHARKHAND,GODDA,2007,30,19
"MADHYA PRADESH",DAMOH,2007,30,9
MAHARASHTRA,KOLHAPUR,2007,30,8
ODISHA,KALAHANDI,2007,30,18
ODISHA,KENDRAPARA,2007,30,27
PUNJAB,GURDASPUR,2007,30,21
RAJASTHAN,"KOTA RURAL",2007,30,30
"UTTAR PRADESH",AGRA,2007,30,149
"UTTAR PRADESH",KAUSHAMBI,2007,30,36
"UTTAR PRADESH",UNNAO,2007,30,61
"ANDHRA PRADESH",CHITTOOR,2008,30,57
"ANDHRA PRADESH",PRAKASHAM,2008,30,53
"ANDHRA PRADESH","VIJAYAWADA CITY",2008,30,36
ASSAM,NALBARI,2008,30,47
BIHAR,AURANGABAD,2008,30,38
BIHAR,KISHANGANJ,2008,30,26
CHHATTISGARH,RAIGARH,2008,30,7
GOA,TOTAL,2008,30,28
HARYANA,PANIPAT,2008,30,34
JHARKHAND,PALAMU,2008,30,31
KARNATAKA,BELGAUM,2008,30,45
MAHARASHTRA,SATARA,2008,30,14
ODISHA,KENDRAPARA,2008,30,31
PUNJAB,FEROZPUR,2008,30,22
"UTTAR PRADESH",BIJNOR,2008,30,80
"UTTAR PRADESH",GHAZIABAD,2008,30,138
DELHI,CENTRAL,2008,30,61
"MADHYA PRADESH",JHABUA,2009,30,18
MAHARASHTRA,JALGAON,2009,30,25
MAHARASHTRA,PARBHANI,2009,30,14
ODISHA,KALAHANDI,2009,30,24
RAJASTHAN,DHOLPUR,2009,30,52
"UTTAR PRADESH",BIJNOR,2009,30,75
"UTTAR PRADESH",RAIBAREILLY,2009,30,59
UTTARAKHAND,DEHRADUN,2009,30,60
ASSAM,KOKRAJHAR,2010,30,58
BIHAR,MADHUBANI,2010,30,131
BIHAR,VAISHALI,2010,30,145
HARYANA,AMBALA,2010,30,23
HARYANA,BHIWANI,2010,30,36
JHARKHAND,HAZARIBAGH,2010,30,50
KARNATAKA,MANDYA,2010,30,35
KERALA,WAYANADU,2010,30,1
"MADHYA PRADESH",BHIND,2010,30,8
MAHARASHTRA,"NASIK COMMR.",2010,30,19
ODISHA,JAJPUR,2010,30,32
PUNJAB,GURDASPUR,2010,30,28
"TAMIL NADU",VELLORE,2010,30,56
"UTTAR PRADESH","CSM NAGAR",2010,30,75
ASSAM,CHIRANG,2011,30,40
BIHAR,KISHANGANJ,2011,30,60
CHHATTISGARH,MAHASAMUND,2011,30,35
JHARKHAND,LOHARDAGGA,2011,30,12
JHARKHAND,SARAIKELA,2011,30,16
KERALA,"ERNAKULAM RURAL",2011,30,11
MAHARASHTRA,AKOLA,2011,30,37
MAHARASHTRA,OSMANABAD,2011,30,18
MAHARASHTRA,RATNAGIRI,2011,30,10
ODISHA,SAMBALPUR,2011,30,12
PUNJAB,SANGRUR,2011,30,11
"TAMIL NADU",CUDDALORE,2011,30,102
"ANDHRA PRADESH","WARANGAL URBAN",2012,30,39
HARYANA,SIRSA,2012,30,55
"JAMMU & KASHMIR",UDHAMPUR,2012,30,22
MAHARASHTRA,DHULE,2012,30,14
"TAMIL NADU","MADURAI RURAL",2012,30,75
TRIPURA,SOUTH,2012,30,16
"UTTAR PRADESH",HARDOI,2012,30,133
"UTTAR PRADESH","KUSHI NAGAR",2012,30,94
UTTARAKHAND,DEHRADUN,2012,30,41
UTTARAKHAND,"UDHAMSINGH NAGAR",2012,30,91
"ANDHRA PRADESH",KURNOOL,2001,29,47
CHHATTISGARH,JANJGIR,2001,29,6
JHARKHAND,GUMLA,2001,29,11
TRIPURA,NORTH,2001,29,11
TRIPURA,SOUTH,2001,29,7
"UTTAR PRADESH",SULTANPUR,2001,29,35
"WEST BENGAL",HOOGHLY,2001,29,38
"MADHYA PRADESH",JHABUA,2002,29,62
MAHARASHTRA,CHANDRAPUR,2002,29,21
MAHARASHTRA,NANDED,2002,29,34
MAHARASHTRA,RAIGAD,2002,29,10
MAHARASHTRA,WASHIM,2002,29,8
"ANDHRA PRADESH",NIZAMABAD,2003,29,7
ASSAM,KARIMGANJ,2003,29,40
BIHAR,VAISHALI,2003,29,40
